Routine_ID;Target;Order;Exercise;Sets;Reps;Rest;RPE
M-001;Male;2;EZ-Bar Curl (Preacher Curl, Wide Grip, Tempo Negative);3;12-15;60s;RPE 9
M-001;Male;3;Dumbbell Press (Incline, Supinated Grip);3-4;6-8;120s;RPE 8-9
M-001;Male;4;Ahrens Press;3-4;6-8;120s;RPE 8-9
M-001;Male;5;Iron Cross Stretch;3;12-15;60s;RPE 9
M-001;Male;6;Dumbbell Deadlift (Stiff-Legged, Narrow Stance, High Rep);3-4;6-8;120s;RPE 8-9
M-002;Male;1;Cable Triceps Kickback (Standing, Pause at Peak);3;12-15;60s;RPE 9
M-002;Male;2;Seated Cable Reverse Fly (Low Pulley, Seated);3;12-15;60s;RPE 9
M-002;Male;3;Alternating Floor Press;3-4;6-8;120s;RPE 8-9
M-002;Male;4;Svend Press;3-4;6-8;120s;RPE 8-9
M-002;Male;5;EZ-Bar Curl (Reverse Grip, Standing, Pause at Peak);3;12-15;60s;RPE 9
M-002;Male;6;Cable Donkey Kick;3;12-15;60s;RPE 9
M-003;Male;1;Lat Pulldown (Wide Grip, Behind the Neck);3;12-15;60s;RPE 9
M-003;Male;2;Lat Pulldown (Wide Grip);3;12-15;60s;RPE 9
M-003;Male;3;Overhead Press (Dumbbell, Standing, Alternating, Low Rep);3-4;6-8;120s;RPE 8-9
M-003;Male;4;Cable Triceps Kickback (Standing, Pause at Peak);3;12-15;60s;RPE 9
M-003;Male;5;Kroc Row;3;12-15;60s;RPE 9
M-003;Male;6;Landmine Lateral Lunge;3;12-15;60s;RPE 9
M-004;Male;1;Calf Stretch (Elbows Against Wall);3;12-15;60s;RPE 9
M-004;Male;2;Cable Rear Delt Row (Underhand Grip, Low Pulley);3;12-15;60s;RPE 9
M-004;Male;3;Weighted Cable Crunch (High Pulley, Heavy Load);3;12-15;60s;RPE 9
M-004;Male;4;EZ Bar Skullcrusher;3;12-15;60s;RPE 9
M-004;Male;5;Decline Barbell Bench Press;3-4;6-8;120s;RPE 8-9
M-004;Male;6;Landmine RDL;3;12-15;60s;RPE 9
M-005;Male;1;Dumbbell Flyes;3;12-15;60s;RPE 9
M-005;Male;2;Iron Cross Stretch;3;12-15;60s;RPE 9
M-005;Male;3;Cable Triceps Kickback (Kneeling, Rope Attachment);3;12-15;60s;RPE 9
M-005;Male;4;Single-Arm Dumbbell Row (Kneeling, Rotation Focus);3;12-15;60s;RPE 9
M-005;Male;5;Machine Bench Press;3-4;6-8;120s;RPE 8-9
M-005;Male;6;Cable Adduction (Standing, Heavy Load, Pause at Peak);3;12-15;60s;RPE 9
M-006;Male;1;Standing Military Press;3-4;6-8;120s;RPE 8-9
M-006;Male;2;Overhead Press (Dumbbell, Seated, Alternating);3-4;6-8;120s;RPE 8-9
M-006;Male;3;Reverse Grip Triceps Pushdown;3;12-15;60s;RPE 9
M-006;Male;4;Seated Cable Reverse Fly (High Pulley);3;12-15;60s;RPE 9
M-006;Male;5;Dumbbell Shoulder Press (Seated, Neutral Grip, Tempo Negative);3-4;6-8;120s;RPE 8-9
M-006;Male;6;Sumo Deadlift (Barbell, High Rep, Light Weight);3-4;6-8;120s;RPE 8-9
M-007;Male;1;Kettlebell Swing (Vertical Swing);3;12-15;60s;RPE 9
M-007;Male;2;Preacher Curl (EZ Bar);3;12-15;60s;RPE 9
M-007;Male;3;Ankle on the Knee;3;12-15;60s;RPE 9
M-007;Male;4;Cable Curl (Low Pulley, D-Handle, Single-Arm);3;12-15;60s;RPE 9
M-007;Male;5;Triceps Extension (Overhead, Cable, Rope, Pause at Peak);3;12-15;60s;RPE 9
M-007;Male;6;Dumbbell Deadlift (Stiff-Legged, Heavy Load, Pause at Bottom);3-4;6-8;120s;RPE 8-9
M-008;Male;1;Cable Rear Delt Row (Rope Attachment, Face-Pull Height, Tempo Negative);3;12-15;60s;RPE 9
M-008;Male;2;Z Press;3-4;6-8;120s;RPE 8-9
M-008;Male;3;Swiss Ball Leg Curl;3;12-15;60s;RPE 9
M-008;Male;4;Kettlebell Upright Row (Narrow Grip);3;12-15;60s;RPE 9
M-008;Male;5;Weighted Plank (Long Hold);3;12-15;60s;RPE 9
M-008;Male;6;Sumo Deadlift (Barbell, High Rep, Light Weight);3-4;6-8;120s;RPE 8-9
M-009;Male;1;Zottman Curl;3;12-15;60s;RPE 9
M-009;Male;2;Cable Crossover (High Pulley, Single-Arm, Pause);3;12-15;60s;RPE 9
M-009;Male;3;French Press;3-4;6-8;120s;RPE 8-9
M-009;Male;4;Lat Pulldown (Single-Arm, Neutral Grip, Kneeling);3;12-15;60s;RPE 9
M-009;Male;5;Cable Crossover (Low-to-High, High Rep, Max Pump);3;12-15;60s;RPE 9
M-009;Male;6;Hyperextension (Weighted, Glute Focus, High Rep);3;12-15;60s;RPE 9
M-010;Male;1;Air Bike;3;12-15;60s;RPE 9
M-010;Male;2;Deep Sissy Squat (Bodyweight, Fixed Foot Position);3-4;6-8;120s;RPE 8-9
M-010;Male;3;Dumbbell Shoulder Press (Seated, Alternating, High Rep);3-4;6-8;120s;RPE 8-9
M-010;Male;4;Single-Arm Dumbbell Row (Kneeling, Rotation Focus);3;12-15;60s;RPE 9
M-010;Male;5;Farmer's Carry;3;12-15;60s;RPE 9
M-010;Male;6;Barbell Reverse Lunge (Rear Foot Elevated, Tempo Negative);3;12-15;60s;RPE 9
M-011;Male;1;Cable Triceps Pushdown (V-Bar, Heavy Load);3;12-15;60s;RPE 9
M-011;Male;2;Child’s Pose;3;12-15;60s;RPE 9
M-011;Male;3;Bradford Press;3-4;6-8;120s;RPE 8-9
M-011;Male;4;Kettlebell Upright Row (Narrow Grip);3;12-15;60s;RPE 9
M-011;Male;5;Barbell Incline Shoulder Raise;3;12-15;60s;RPE 9
M-011;Male;6;Kettlebell Pistol Squat;3-4;6-8;120s;RPE 8-9
M-012;Male;1;Dumbbell Floor Press (Heavy Load, Low Rep);3-4;6-8;120s;RPE 8-9
M-012;Male;2;Seated Cable Reverse Fly (Low Pulley, Seated);3;12-15;60s;RPE 9
M-012;Male;3;Dumbbell Bench Press (Decline, High Rep);3-4;6-8;120s;RPE 8-9
M-012;Male;4;Single-Arm Dumbbell Row (Chest Supported);3;12-15;60s;RPE 9
M-012;Male;5;Reverse Pec Deck;3;12-15;60s;RPE 9
M-012;Male;6;Single-Leg Box Squat;3-4;6-8;120s;RPE 8-9
M-013;Male;1;Lat Pulldown (Neutral Grip, Medium Width);3;12-15;60s;RPE 9
M-013;Male;2;Alternate Heel Touchers;3;12-15;60s;RPE 9
M-013;Male;3;Close-Grip Push-Up;3;12-15;60s;RPE 9
M-013;Male;4;Behind the Head Chest Stretch;3;12-15;60s;RPE 9
M-013;Male;5;Butterfly Stretch;3;12-15;60s;RPE 9
M-013;Male;6;Single-Leg RDL (Dumbbell, Pulse Reps);3;12-15;60s;RPE 9
M-014;Male;1;Lat Pulldown (Neutral Grip, Medium Width);3;12-15;60s;RPE 9
M-014;Male;2;Single-Arm Push-Up;3;12-15;60s;RPE 9
M-014;Male;3;Chin to Chest Stretch;3;12-15;60s;RPE 9
M-014;Male;4;Deep Sissy Squat (Bodyweight, Fixed Foot Position);3-4;6-8;120s;RPE 8-9
M-014;Male;5;Rocket Jump;3;12-15;60s;RPE 9
M-014;Male;6;Hyperextensions;3;12-15;60s;RPE 9
M-015;Male;1;Dumbbell Lateral Raise (Lying Incline, Low Rep);3;12-15;60s;RPE 9
M-015;Male;2;Dumbbell Concentration Curl (Seated, High Rep, Long Head);3;12-15;60s;RPE 9
M-015;Male;3;Cable Crossover (High Pulley, Single-Arm, Pause);3;12-15;60s;RPE 9
M-015;Male;4;Groiners;3;12-15;60s;RPE 9
M-015;Male;5;Heavy Bag Thrust;3;12-15;60s;RPE 9
M-015;Male;6;Single-Leg Box Squat;3-4;6-8;120s;RPE 8-9
M-016;Male;1;Preacher Curl (Single-Arm, Cable, Low Pulley, Pause at Peak);3;12-15;60s;RPE 9
M-016;Male;2;Zottman Curl (Standing);3;12-15;60s;RPE 9
M-016;Male;3;Kelso Shrug;3;12-15;60s;RPE 9
M-016;Male;4;Cable Face Pull with External Rotation;3;12-15;60s;RPE 9
M-016;Male;5;Brachialis SMR;3;12-15;60s;RPE 9
M-016;Male;6;Cable Side Kick (Standing, Flexed Foot);3;12-15;60s;RPE 9
M-017;Male;1;Hamstring SMR;3;12-15;60s;RPE 9
M-017;Male;2;Landmine Press;3-4;6-8;120s;RPE 8-9
M-017;Male;3;Barbell Reverse Curl (Standing, Wide Grip);3;12-15;60s;RPE 9
M-017;Male;4;Machine Chest Fly (Leaning Forward);3;12-15;60s;RPE 9
M-017;Male;5;Backward Medicine Ball Throw;3;12-15;60s;RPE 9
M-017;Male;6;Sumo Deadlift;3-4;6-8;120s;RPE 8-9
M-018;Male;1;EZ-Bar Curl (Standing, Reverse Grip, Tempo Training);3;12-15;60s;RPE 9
M-018;Male;2;Dumbbell Front Raise (Seated, Heavy Load);3;12-15;60s;RPE 9
M-018;Male;3;Posterior Tibialis Stretch;3;12-15;60s;RPE 9
M-018;Male;4;Smith Machine Overhead Press (Behind the Neck);3-4;6-8;120s;RPE 8-9
M-018;Male;5;Barbell Reverse Curl (Standing, Wide Grip);3;12-15;60s;RPE 9
M-018;Male;6;Step-Up (Dumbbell);3;12-15;60s;RPE 9
M-019;Male;1;Bicycling;3;12-15;60s;RPE 9
M-019;Male;2;Plyo Kettlebell Push-Up;3;12-15;60s;RPE 9
M-019;Male;3;Running (Treadmill);3;12-15;60s;RPE 9
M-019;Male;4;Single-Arm Cable Curl (Supinated Grip, High Pulley);3;12-15;60s;RPE 9
M-019;Male;5;Lat Pulldown (V-Bar, Close Stance, Tempo Negative);3;12-15;60s;RPE 9
M-019;Male;6;Barbell Reverse Lunge (Rear Foot Elevated, Tempo Negative);3;12-15;60s;RPE 9
M-020;Male;1;Chest and Front Shoulder Stretch;3;12-15;60s;RPE 9
M-020;Male;2;Overhead Press (Dumbbell, Standing, Strict, Pause at Peak);3-4;6-8;120s;RPE 8-9
M-020;Male;3;Dumbbell Shoulder Press (Seated, Alternating, High Rep);3-4;6-8;120s;RPE 8-9
M-020;Male;4;Yates Row;3;12-15;60s;RPE 9
M-020;Male;5;Lat Pulldown (Neutral Grip);3;12-15;60s;RPE 9
M-020;Male;6;Slider Lateral Lunge;3;12-15;60s;RPE 9
M-021;Male;1;Calf Stretch (Hands Against Wall);3;12-15;60s;RPE 9
M-021;Male;2;Foot SMR;3;12-15;60s;RPE 9
M-021;Male;3;Dumbbell Concentration Curl (Seated, Inner Thigh);3;12-15;60s;RPE 9
M-021;Male;4;Dumbbell Front Raise (Standing, Tempo Training);3;12-15;60s;RPE 9
M-021;Male;5;Dynamic Back Stretch;3;12-15;60s;RPE 9
M-021;Male;6;Barbell Reverse Lunge (Glute Focus, Forward Lean);3;12-15;60s;RPE 9
M-022;Male;1;Single-Arm Lat Pulldown;3;12-15;60s;RPE 9
M-022;Male;2;Deep Sissy Squat (Bodyweight, Fixed Foot Position);3-4;6-8;120s;RPE 8-9
M-022;Male;3;EZ-Bar Curl (Standing, Reverse Grip, Tempo Training);3;12-15;60s;RPE 9
M-022;Male;4;Cable Lateral Raise (Behind the Body);3;12-15;60s;RPE 9
M-022;Male;5;Cable Crossover (Low-to-High);3;12-15;60s;RPE 9
M-022;Male;6;Cable Adduction (Standing, Contralateral Hold);3;12-15;60s;RPE 9
M-023;Male;1;Finger Curls;3;12-15;60s;RPE 9
M-023;Male;2;Chest Supported Rear Delt Row;3;12-15;60s;RPE 9
M-023;Male;3;Preacher Curl (Single-Arm, Dumbbell);3;12-15;60s;RPE 9
M-023;Male;4;Incline Hammer Curl (Cable, Rope Attachment);3;12-15;60s;RPE 9
M-023;Male;5;Dumbbell Reverse Fly (Lying Incline, High Rep);3;12-15;60s;RPE 9
M-023;Male;6;Hack Squat Machine (Narrow Stance, Low Rep Focus);3-4;6-8;120s;RPE 8-9
M-024;Male;1;Running (Treadmill);3;12-15;60s;RPE 9
M-024;Male;2;Chair Lower Back Stretch;3;12-15;60s;RPE 9
M-024;Male;3;Ankle Circles;3;12-15;60s;RPE 9
M-024;Male;4;Barbell Bent-Over Row (Wide Grip, Pause at Peak);3;12-15;60s;RPE 9
M-024;Male;5;Plyo Kettlebell Push-Up;3;12-15;60s;RPE 9
M-024;Male;6;Barbell Side Split Squat;3-4;6-8;120s;RPE 8-9
M-025;Male;1;Ankle on the Knee;3;12-15;60s;RPE 9
M-025;Male;2;Frog Hops;3;12-15;60s;RPE 9
M-025;Male;3;Bayesian Curl;3;12-15;60s;RPE 9
M-025;Male;4;Dumbbell Shrug (Trap Bar Style, Neutral Grip);3;12-15;60s;RPE 9
M-025;Male;5;Dumbbell Bench Press (Neutral Grip);3-4;6-8;120s;RPE 8-9
M-025;Male;6;Dumbbell Bulgarian Split Squat (Front Foot Elevated, Pause at Bottom);3-4;6-8;120s;RPE 8-9
M-026;Male;1;Wrist Roller;3;12-15;60s;RPE 9
M-026;Male;2;Overhead Press (Dumbbell, Standing, Strict, Pause at Bottom);3-4;6-8;120s;RPE 8-9
M-026;Male;3;Running (Treadmill);3;12-15;60s;RPE 9
M-026;Male;4;Triceps Extension (Overhead, Cable, Rope, Pause at Peak);3;12-15;60s;RPE 9
M-026;Male;5;Cable Crossover;3;12-15;60s;RPE 9
M-026;Male;6;Cable Pull-Through (Rope, High Rep, Max Pump);3;12-15;60s;RPE 9
M-027;Male;1;Cocoons;3;12-15;60s;RPE 9
M-027;Male;2;Overhead Press (Dumbbell, Standing, Strict, Pause at Bottom);3-4;6-8;120s;RPE 8-9
M-027;Male;3;Seated Dumbbell Overhead Triceps Extension;3;12-15;60s;RPE 9
M-027;Male;4;Cross Body Hammer Curl;3;12-15;60s;RPE 9
M-027;Male;5;Cable Rear Delt Row (High Pulley, Single-Arm, Overhand, Tempo Negative);3;12-15;60s;RPE 9
M-027;Male;6;Landmine Hack Squat;3-4;6-8;120s;RPE 8-9
M-028;Male;1;Smith Machine Overhead Press (Behind the Neck);3-4;6-8;120s;RPE 8-9
M-028;Male;2;Weighted Cable Crunch (High Pulley, Heavy Load);3;12-15;60s;RPE 9
M-028;Male;3;Lat Pulldown (Neutral Grip, Close Bar, Pause at Peak);3;12-15;60s;RPE 9
M-028;Male;4;Machine Chest Press (Neutral Grip, Heavy Load);3-4;6-8;120s;RPE 8-9
M-028;Male;5;Preacher Curl (EZ Bar);3;12-15;60s;RPE 9
M-028;Male;6;Lateral Lunge (Dumbbell);3;12-15;60s;RPE 9
M-029;Male;1;Cable Crossover (High-to-Low, Low Rep Focus);3;12-15;60s;RPE 9
M-029;Male;2;Dumbbell Bench Press (Heavy Load, Decline, Pause at Bottom);3-4;6-8;120s;RPE 8-9
M-029;Male;3;Butterfly Stretch;3;12-15;60s;RPE 9
M-029;Male;4;Cable Lateral Raise (Behind the Body);3;12-15;60s;RPE 9
M-029;Male;5;Mixed Grip Chin-Up;3;12-15;60s;RPE 9
M-029;Male;6;Dumbbell Deadlift (Stiff-Legged, Heavy Load, Pause at Bottom);3-4;6-8;120s;RPE 8-9
M-030;Male;1;Dead Bug;3;12-15;60s;RPE 9
M-030;Male;2;Barbell Guillotine Bench Press;3-4;6-8;120s;RPE 8-9
M-030;Male;3;Intermediate Groin Stretch;3;12-15;60s;RPE 9
M-030;Male;4;Single-Arm Cable Curl (Pronated Grip, High Pulley);3;12-15;60s;RPE 9
M-030;Male;5;Cable Crossover (Low-to-High, High Rep, Max Pump);3;12-15;60s;RPE 9
M-030;Male;6;Dumbbell Sumo Squat (High Volume, Tempo Negative);3-4;6-8;120s;RPE 8-9
M-031;Male;1;Dumbbell Shoulder Press;3-4;6-8;120s;RPE 8-9
M-031;Male;2;French Press;3-4;6-8;120s;RPE 8-9
M-031;Male;3;Dumbbell Pullover;3;12-15;60s;RPE 9
M-031;Male;4;Incline Dumbbell Bench Press;3-4;6-8;120s;RPE 8-9
M-031;Male;5;Weighted Chin-Up (Overhand Grip, Wide Stance);3;12-15;60s;RPE 9
M-031;Male;6;Dumbbell Bulgarian Split Squat (Front Foot Elevated, Pause at Bottom);3-4;6-8;120s;RPE 8-9
M-032;Male;1;Dumbbell Shoulder Press;3-4;6-8;120s;RPE 8-9
M-032;Male;2;Renegade Row;3;12-15;60s;RPE 9
M-032;Male;3;Kneeling Hip Flexor Stretch;3;12-15;60s;RPE 9
M-032;Male;4;Underhand Cable Pulldown;3;12-15;60s;RPE 9
M-032;Male;5;Dumbbell Floor Press (Heavy Load, Low Rep);3-4;6-8;120s;RPE 8-9
M-032;Male;6;Single-Leg RDL (Dumbbell, Pulse Reps);3;12-15;60s;RPE 9
M-033;Male;1;Guillotine Press (Dumbbell Variation);3-4;6-8;120s;RPE 8-9
M-033;Male;2;EZ Bar Skullcrusher;3;12-15;60s;RPE 9
M-033;Male;3;Underhand Cable Pulldown;3;12-15;60s;RPE 9
M-033;Male;4;Barbell Curl (Standing, Wide Grip, High Rep);3;12-15;60s;RPE 9
M-033;Male;5;Cable Crossover (High-to-Low, Low Rep Focus);3;12-15;60s;RPE 9
M-033;Male;6;Sumo Deadlift (Trap Bar, Elevated Stance, Heavy Load);3-4;6-8;120s;RPE 8-9
M-034;Male;1;Scott Press;3-4;6-8;120s;RPE 8-9
M-034;Male;2;Single-Arm Cable Extension (Overhead, Kneeling);3;12-15;60s;RPE 9
M-034;Male;3;Weighted Cable Crunch (High Rep, Max Contraction);3;12-15;60s;RPE 9
M-034;Male;4;Preacher Curl (Single-Arm, Cable, Low Pulley, Tempo);3;12-15;60s;RPE 9
M-034;Male;5;Face Pull (Neutral Grip, Low Pulley);3;12-15;60s;RPE 9
M-034;Male;6;Deficit Deadlift;3-4;6-8;120s;RPE 8-9
M-035;Male;1;Incline Dumbbell Bench Press;3-4;6-8;120s;RPE 8-9
M-035;Male;2;Dumbbell Bench Press (Neutral Grip);3-4;6-8;120s;RPE 8-9
M-035;Male;3;Barbell Curl;3;12-15;60s;RPE 9
M-035;Male;4;Cable Crossover (Low-to-High, Single-Arm, Tempo Negative);3;12-15;60s;RPE 9
M-035;Male;5;Hammer Strength Chest Press;3-4;6-8;120s;RPE 8-9
M-035;Male;6;Plie Squat;3-4;6-8;120s;RPE 8-9
M-036;Male;1;Weighted Decline Sit-Up (Heavy Load, Pause at Peak);3;12-15;60s;RPE 9
M-036;Male;2;Incline Hammer Curl (Dumbbell);3;12-15;60s;RPE 9
M-036;Male;3;Cable Rear Delt Row (High Pulley, Single-Arm, Neutral Grip);3;12-15;60s;RPE 9
M-036;Male;4;Alternate Heel Touchers;3;12-15;60s;RPE 9
M-036;Male;5;Dumbbell Dead Stop Row (Prone Bench);3;12-15;60s;RPE 9
M-036;Male;6;Banded Clamshells;3;12-15;60s;RPE 9
M-037;Male;1;Reverse Wrist Curl;3;12-15;60s;RPE 9
M-037;Male;2;Dumbbell Pullover (Straight Arm, Across Bench);3;12-15;60s;RPE 9
M-037;Male;3;Band Pull Apart;3;12-15;60s;RPE 9
M-037;Male;4;Arnold Press (Seated, Dumbbell);3-4;6-8;120s;RPE 8-9
M-037;Male;5;Dumbbell Pullover (Straight Arm, Across Bench);3;12-15;60s;RPE 9
M-037;Male;6;Barbell Front Squat (High Bar, Deep Depth);3-4;6-8;120s;RPE 8-9
M-038;Male;1;Machine Chest Press (Neutral Grip, Pause Reps);3-4;6-8;120s;RPE 8-9
M-038;Male;2;EZ-Bar Curl (Standing, Reverse Grip, Pause at Peak);3;12-15;60s;RPE 9
M-038;Male;3;Wide Grip Pull-Up;3;12-15;60s;RPE 9
M-038;Male;4;Seated Dumbbell Overhead Triceps Extension;3;12-15;60s;RPE 9
M-038;Male;5;Wide Grip Seated Cable Row;3;12-15;60s;RPE 9
M-038;Male;6;Dumbbell Reverse Lunge (Rear Foot Elevated, Pause at Bottom);3;12-15;60s;RPE 9
M-039;Male;1;Running (Treadmill);3;12-15;60s;RPE 9
M-039;Male;2;Face Pull (Neutral Grip, Low Pulley);3;12-15;60s;RPE 9
M-039;Male;3;Close-Grip Push-Up;3;12-15;60s;RPE 9
M-039;Male;4;Cable Curl (Low Pulley, D-Handle, Single-Arm, Pause at Top);3;12-15;60s;RPE 9
M-039;Male;5;EZ-Bar Curl (Preacher Curl, Reverse Grip, High Rep);3;12-15;60s;RPE 9
M-039;Male;6;Dumbbell Bulgarian Split Squat;3-4;6-8;120s;RPE 8-9
M-040;Male;1;Cable Crossover (Low-to-High);3;12-15;60s;RPE 9
M-040;Male;2;Hamstring SMR;3;12-15;60s;RPE 9
M-040;Male;3;Weighted Pull-Up;3;12-15;60s;RPE 9
M-040;Male;4;Cable Row (Single-Arm, Supinated Grip);3;12-15;60s;RPE 9
M-040;Male;5;Dumbbell Lateral Raise (Lying Incline, Pause at Peak);3;12-15;60s;RPE 9
M-040;Male;6;Hyperextension (Weighted, Glute Focus, Tempo Negative);3;12-15;60s;RPE 9
M-041;Male;1;Dumbbell Incline Press (Light Weight, High Rep);3-4;6-8;120s;RPE 8-9
M-041;Male;2;Seated Cable Reverse Fly (High Pulley);3;12-15;60s;RPE 9
M-041;Male;3;Overhead Press (Barbell, Standing, Strict Form);3-4;6-8;120s;RPE 8-9
M-041;Male;4;Renegade Row;3;12-15;60s;RPE 9
M-041;Male;5;Cable Crossover (Low-to-High, Single-Arm, Tempo Negative);3;12-15;60s;RPE 9
M-041;Male;6;Dumbbell Deadlift (Stiff-Legged, Heavy Load);3-4;6-8;120s;RPE 8-9
M-042;Male;1;Cable Row (Single-Arm, Supinated Grip);3;12-15;60s;RPE 9
M-042;Male;2;Barbell Bench Press (Medium Grip);3-4;6-8;120s;RPE 8-9
M-042;Male;3;Cable Rear Delt Row (Underhand Grip, Low Pulley);3;12-15;60s;RPE 9
M-042;Male;4;Chair Upper Body Stretch;3;12-15;60s;RPE 9
M-042;Male;5;Alternate Hammer Curl;3;12-15;60s;RPE 9
M-042;Male;6;Dumbbell Goblet Squat (Tempo Training, Pause at Bottom);3-4;6-8;120s;RPE 8-9
M-043;Male;1;Barbell Bench Press (Medium Grip);3-4;6-8;120s;RPE 8-9
M-043;Male;2;Single-Arm Push-Up;3;12-15;60s;RPE 9
M-043;Male;3;French Press;3-4;6-8;120s;RPE 8-9
M-043;Male;4;Cable Crossover (Low-to-High, High Rep, Max Pump);3;12-15;60s;RPE 9
M-043;Male;5;Barbell Incline Shoulder Raise;3;12-15;60s;RPE 9
M-043;Male;6;Barbell Deadlift;3-4;6-8;120s;RPE 8-9
M-044;Male;1;Reverse Wrist Curl;3;12-15;60s;RPE 9
M-044;Male;2;Hug Knees to Chest;3;12-15;60s;RPE 9
M-044;Male;3;Svend Press;3-4;6-8;120s;RPE 8-9
M-044;Male;4;Seated Cable Reverse Fly (Low Pulley, Seated);3;12-15;60s;RPE 9
M-044;Male;5;Barbell Curl (Standing, Wide Grip, High Rep);3;12-15;60s;RPE 9
M-044;Male;6;Single-Leg RDL (Dumbbell, Balance Focus, Eyes Closed);3;12-15;60s;RPE 9
M-045;Male;1;Cross Body Hammer Curl;3;12-15;60s;RPE 9
M-045;Male;2;French Press;3-4;6-8;120s;RPE 8-9
M-045;Male;3;Weighted Pull-Up;3;12-15;60s;RPE 9
M-045;Male;4;Dumbbell Reverse Fly (Lying Incline, High Rep);3;12-15;60s;RPE 9
M-045;Male;5;Zottman Curl (Standing);3;12-15;60s;RPE 9
M-045;Male;6;Barbell Deadlift;3-4;6-8;120s;RPE 8-9
M-046;Male;1;Dumbbell Bench Press (Heavy Load, Wide Grip, Pause at Bottom);3-4;6-8;120s;RPE 8-9
M-046;Male;2;Wide Grip Pull-Up;3;12-15;60s;RPE 9
M-046;Male;3;Calf Stretch (Hands Against Wall);3;12-15;60s;RPE 9
M-046;Male;4;Cable Triceps Pushdown (Rope Attachment, Overhead, Kneeling);3;12-15;60s;RPE 9
M-046;Male;5;Overhead Press (Dumbbell, Seated, High Rep);3-4;6-8;120s;RPE 8-9
M-046;Male;6;Landmine RDL;3;12-15;60s;RPE 9
M-047;Male;1;Dumbbell Dead Stop Row (Prone Bench);3;12-15;60s;RPE 9
M-047;Male;2;Dumbbell Incline Press (Neutral Grip, High Rep);3-4;6-8;120s;RPE 8-9
M-047;Male;3;Cable Crossover (Low Pulley, Wide Grip);3;12-15;60s;RPE 9
M-047;Male;4;Incline Hammer Curl (Dumbbell);3;12-15;60s;RPE 9
M-047;Male;5;Dumbbell Skullcrusher;3;12-15;60s;RPE 9
M-047;Male;6;Poliquin Step-Up;3;12-15;60s;RPE 9
M-048;Male;1;Cable Crossover (High Pulley, Single-Arm, Pause);3;12-15;60s;RPE 9
M-048;Male;2;Dumbbell Front Raise (Incline Bench, Prone);3;12-15;60s;RPE 9
M-048;Male;3;Face Pull;3;12-15;60s;RPE 9
M-048;Male;4;Frog Hops;3;12-15;60s;RPE 9
M-048;Male;5;Dumbbell Floor Press (Heavy Load, Low Rep);3-4;6-8;120s;RPE 8-9
M-048;Male;6;Axle Deadlift;3-4;6-8;120s;RPE 8-9
M-049;Male;1;Kneeling Hip Flexor Stretch;3;12-15;60s;RPE 9
M-049;Male;2;Dumbbell Front Raise (Standing, Heavy Load, Pause at Peak);3;12-15;60s;RPE 9
M-049;Male;3;Chin to Chest Stretch;3;12-15;60s;RPE 9
M-049;Male;4;Dumbbell Incline Press (Light Weight, High Rep);3-4;6-8;120s;RPE 8-9
M-049;Male;5;Clean;3;12-15;60s;RPE 9
M-049;Male;6;Dumbbell Deadlift (Stiff-Legged, Heavy Load, Pause at Bottom);3-4;6-8;120s;RPE 8-9
M-050;Male;1;Lat Pulldown (Wide Grip);3;12-15;60s;RPE 9
M-050;Male;2;Swiss Ball Leg Curl;3;12-15;60s;RPE 9
M-050;Male;3;Butterfly Stretch;3;12-15;60s;RPE 9
M-050;Male;4;Running (Treadmill);3;12-15;60s;RPE 9
M-050;Male;5;Preacher Curl (Single-Arm, Dumbbell, Pause at Peak);3;12-15;60s;RPE 9
M-050;Male;6;Smith Machine Lunge (Rear Foot Elevated, Glute Focus);3;12-15;60s;RPE 9
M-051;Male;1;Single-Arm Cable Curl (Pronated Grip, High Pulley);3;12-15;60s;RPE 9
M-051;Male;2;Single-Arm Cable Curl (Supinated Grip, High Pulley);3;12-15;60s;RPE 9
M-051;Male;3;Svend Press;3-4;6-8;120s;RPE 8-9
M-051;Male;4;Calf Stretch (Hands Against Wall);3;12-15;60s;RPE 9
M-051;Male;5;Cable Pull-Through (Kneeling);3;12-15;60s;RPE 9
M-051;Male;6;Barbell Full Squat;3-4;6-8;120s;RPE 8-9
M-052;Male;1;Overhead Press (Dumbbell, Standing, Alternating, Low Rep);3-4;6-8;120s;RPE 8-9
M-052;Male;2;Barbell Bent-Over Row (Wide Grip, Overhand, Tempo Negative);3;12-15;60s;RPE 9
M-052;Male;3;EZ-Bar Curl (Preacher Curl, Close Grip);3;12-15;60s;RPE 9
M-052;Male;4;Preacher Curl (Single-Arm, Dumbbell, Pause at Peak);3;12-15;60s;RPE 9
M-052;Male;5;Stride Jump Crossover;3;12-15;60s;RPE 9
M-052;Male;6;Dumbbell Bulgarian Split Squat;3-4;6-8;120s;RPE 8-9
M-053;Male;1;Dumbbell Pullover;3;12-15;60s;RPE 9
M-053;Male;2;Single-Arm Lat Pulldown;3;12-15;60s;RPE 9
M-053;Male;3;Barbell Reverse Curl (Standing, Wide Grip);3;12-15;60s;RPE 9
M-053;Male;4;EZ-Bar Curl (Reverse Grip, Standing, Pause at Peak);3;12-15;60s;RPE 9
M-053;Male;5;Cable Pull-Over (Standing, Rope Attachment);3;12-15;60s;RPE 9
M-053;Male;6;Cable Hyperextension (Rope Attachment, Glute Focus);3;12-15;60s;RPE 9
